values
5500928
5558272
5564416
5566468
5507076
5498884
5511180
5531660
5494804
5492756
5496856
5503008
5505060
5527588
5496872
5503016
5570604
5523504
5525552
5584944
5517360
5390388
5496884
5496888
5564472
5496892
5390400
5496896
5496900
5492808
5503048
5507144
5503052
5498956
5556300
5511244
5408848
5501008
5574736
5496908
5496916
5511252
5390420
5451860
5539928
5517396
5496920
5494876
5505116
5390432
5451872
5494880
5558368
5515364
5509220
5496936
5398632
5515372
5503084
5511280
5550192
5498996
5527668
5511288
5507192
5480572
5515388
5523584
5490820
5390468
5398664
5558408
5496968
5460104
5413004
5499020
5494924
5578896
5558420
5564564
5503124
5499032
5499036
5558432
5509280
5552288
5494944
5494948
5398692
5597348
5413036
5507244
5474476
5527724
5507248
5497012
5390516
5572788
5451956
5497016
5458104
5392568
5490868
5497020
5509308
5527740
5490876
5497024
5451968
5507264
5490880
5497028
5562564
5505224
5492936
5402828
5507276
5517516
5490892
5470416
5572816
5390548
5404884
5490900
5499096
5507288
5492952
5497048
5497056
5527776
5503204
5490916
5460200
5490920
5556456
5497068
5507308
5507312
5490928
5497072
5519600
5390580
5404916
5466356
5490932
5564664
5497076
5495032
5523708
5497088
5490944
5501188
5490948
5507336
5499144
5558536
5572876
5503244
5474572
5507344
5486864
5490960
5527828
5495060
5390612
5490964
5523736
5501208
5490968
5533972
5509400
5509396
5558560
5517600
5490976
5515552
5515556
5507364
5554472
5503272
5560616
5493032
5525804
5560620
5495084
5490996
5497144
5501240
5503288
5491000
5517628
5497148
5390656
5558592
5515584
5552448
5509444
5491008
5491016
5464396
5527884
5501260
5456208
5556560
5513552
5495120
5491028
5501268
5466452
5390676
5499224
5515612
5390684
5507424
5491040
5497200
5509492
5491060
5552504
5495164
5505404
5507456
5552512
5532032
5513604
5507460
5568900
5511560
5497228
5517712
5495184
5507472
5513616
5390740
5452180
5577108
5491092
5396888
5499292
5530012
5452192
5503392
5560736
5503400
5497260
5511596
5515696
5491124
5513656
5556664
5509564
5452224
5507520
5513664
5501380
5499336
5528012
5554636
5519820
5495248
5562832
5507540
5532120
5493208
5571032
5568988
5507548
5521888
5511652
5566948
5499364
5499368
5474796
5556716
5491184
5497328
5497332
5495284
5505524
5507576
5497336
5517816
5499388
5501444
5564932
5528072
5497356
5550608
5493264
5495316
5521940
5503508
5497364
5458456
5571096
5497368
5509656
5403164
5558812
5569056
5552676
5507620
5491244
5511724
5491248
5503536
5552688
5466676
5511732
5503540
5503544
5521976
5507640
5505600
5495360
5497420
5562960
5503572
5567064
5493336
5495384
5497436
5575264
5495392
5562980
5503588
5507684
5493352
5495408
5499504
5491312
5524080
5499508
5397108
5579380
5497456
5499512
5497464
5497468
5515900
5528188
5497472
5556864
5491332
5491336
5495432
5393036
5491340
5393040
5503636
5614228
5536408
5501600
5532320
5501604
5558948
5520036
5575336
5419692
5497516
5393072
5454512
5577392
5511856
5561012
5454516
5524148
5393076
5491384
5554872
5520056
5513908
5454524
5571260
5491392
5511872
5491396
5526212
5507780
5495496
5522124
5497548
5393100
5507788
5479120
5491408
5497552
5501652
5515996
5575388
5577436
5516000
5552864
5552868
5509860
5491428
5577448
5491432
5503720
5509868
5497580
5503728
5552880
5491456
5503748
5497604
5524228
5491460
5503752
5501704
5491464
5495556
5491468
5491472
5516048
5552912
5454608
5491476
5575440
5520148
5395224
5497628
5509916
5511964
5395228
5499680
5520160
5491488
5491492
5491496
5520168
5524264
5497644
5516076
5559084
5397292
5491504
5491508
