values
5550900
5569332
5491512
5481272
5516088
5503808
5491520
5516096
5579584
5491524
5503812
5491528
5509964
5491536
5552976
5565268
5499732
5503832
5585752
5497688
5501784
5497692
5544796
5503160
5503840
5489504
5491552
5552996
5491560
5553000
5499752
5501800
5512044
5493612
5503852
5493616
5491568
5553008
5520240
5491572
5522292
5491576
5501816
5497724
5491580
5397376
5493636
5501828
5567368
5505928
5507980
5503884
5532560
5575572
5491608
5397408
5458848
5491616
5512096
5518244
5503912
5510056
5505964
5579692
5516208
5491632
5514160
5491636
5516212
5491640
5514168
5501880
5510076
5497788
5493692
5491648
5528512
5524416
5493700
5501892
5497800
5608392
5501900
5587916
5557196
5514192
5530580
5555156
5514196
5506008
5497816
5559260
5499868
5514204
5555164
5491680
5512156
5559268
5452776
5391336
5401580
5499932
5516272
5491700
5553140
5501940
5555188
5495800
5508088
5565432
5510140
5512188
5458944
5499904
5557252
5567500
5553172
5512216
5491740
5497884
5555228
5495836
5491744
5553184
5516320
5514268
5499940
5501988
5512228
5506088
5526568
5573672
5491752
5512232
5497904
5491764
5553204
5502004
5510200
5497912
5499964
5561404
5514300
5491776
5512260
5502024
5508168
5491784
5495884
5504080
5530704
5477460
5493844
5518420
5530712
5596252
5512284
5514336
5555296
5612644
5495908
5500008
5510248
5504108
5540972
5491824
5495920
5553264
5504116
5506172
5504128
5575808
5565576
5553288
5502092
5500044
5526668
5526676
5502104
5498008
5500064
5561508
5508260
5495972
5520548
5500072
5506212
5504172
5520556
5493932
5553328
5498032
5504180
5498036
5520564
5498044
5496000
5557440
5498048
5512392
5502156
5526736
5559504
5491920
5500120
5502168
5530844
5500124
5506268
5459168
5493992
5504232
5498092
5575916
5494004
5516536
5498104
5502200
5500156
5395708
5502204
5508348
5500160
5520636
5610760
5496072
5530888
5502220
5510424
5512488
5563688
5496108
5563700
5518648
5494072
5518652
5561660
5502268
5500228
5498184
5500236
5557580
5557584
5508432
5498196
5516628
5512536
5506396
5494124
5508464
5504372
5494132
5518712
5508472
5555576
5498236
5512572
5567868
5526912
5508480
5561732
5498248
5483912
5506440
5494156
5502348
5565836
5518732
5555600
5533072
5506444
5496204
5502356
5561740
5488028
5512604
5506464
5393824
5557668
5526948
5508520
5531048
5555628
5502384
5598644
5502392
5518776
5498296
5514684
5494204
5512640
5502404
5500360
5535176
5498312
5563852
5559756
5512652
5526988
5555672
5494232
5494236
5500380
5498332
5494240
5502444
5500396
5514732
5494256
5506552
5508600
5500412
5520892
5522940
5502468
5563908
5500424
5498380
5520908
5578252
5563916
5551632
5506580
5395992
5529120
5516832
5512744
5500460
5514796
5457456
5555764
5506612
5396024
5516856
5457464
5502520
5475900
5510720
5514816
5502532
5455428
5563972
5576260
5492296
5561932
5500492
5520972
5506640
5531216
5514844
5492316
5494368
5498468
5496420
5529192
5553768
5500520
5514860
5568108
5504624
5527152
5494384
5492336
5502580
5506680
5510776
5494396
5496448
5494404
5496452
5498508
5496460
5529232
5527188
5566100
5482132
5512852
5457560
5543580
5523100
5496480
5496488
5490356
5496500
5529268
5543608
5521084
5564096
5506752
5494468
5500612
5553864
5502664
5514952
5496528
5506768
5496532
5543640
5496824
5500632
5504736
5496544
5492452
5510884
5394152
5494512
5506804
5521140
5498612
5560056
5498616
5494520
5576444
5580544
5529348
5500680
5390100
5512980
5500692
5506836
5494552
5574424
5564192
5502760
5568316
5513024
5560132
5498692
5492548
5492552
5500744
5504844
5558092
5508944
5494608
5525328
5510996
5527380
5566292
5494616
5506904
5453664
5392224
5511012
5492580
5502824
5531496
5586792
5506920
5502828
5566316
5496684
5570412
5470064
5582704
5502836
5527412
5533556
5556088
5494648
5547896
5502844
5494652
5513088
5498752
5498756
5541768
5509000
5502856
5504904
5521292
5582732
5500812
5570448
5498776
5521304
5500824
5502968
5492636
5527452
5496732
5513112
5515168
5506976
5564324
5556132
5511076
5554088
5576624
5564336
5492660
5560248
5560252
5515200
5459908
5496776
5519308
5492684
5523408
5502928
5517264
5500892
5517276
5494748
5498844
5502944
5500896
5519328
5494756
5504996
5541860
5507048
5511148
5464044
5517296
5498868
5492728
5496828
